parmseq,zOutcome,idnum,parm,label,estimate,stderr,dof,t,p,min95,max95,uncp,corp,signif,myqvallargervolumes,selected,mlog10p
1, ztnfrsf9 ,1383,AD_PGS,,-0.01,0.00488935,38914,-1.5575373,1.20E-01,-0.02,0,0.05,0.00003418,0,0.33970948,0,0.468892333
1, zgzmh ,633,AD_PGS,,-0.01,0.00492122,38485,-1.5560464,1.20E-01,-0.02,0,0.05,0.00003418,0,0.340056,0,0.468449558
1, zil17c ,709,AD_PGS,,-0.01,0.00493418,38489,-1.5524379,1.20E-01,-0.02,0,0.05,0.00003418,0,0.3411658,0,0.467034511
1, zbirc2 ,124,AD_PGS,,0.01,0.00503383,38298,1.5520741,1.20E-01,0,0.02,0.05,0.00003418,0,0.3411658,0,0.467034511
1, zptprs ,1131,AD_PGS,,0.01,0.00493232,39702,1.5502294,1.20E-01,0,0.02,0.05,0.00003418,0,0.3411658,0,0.467034511
1, zrgma ,1162,AD_PGS,,0.01,0.00493074,39548,1.5497986,1.20E-01,0,0.02,0.05,0.00003418,0,0.3411658,0,0.467034511
1, zpdgfb ,1035,AD_PGS,,-0.01,0.00496894,39385,-1.5487042,1.20E-01,-0.02,0,0.05,0.00003418,0,0.3411658,0,0.467034511
1, ztnni3 ,1390,AD_PGS,,0.01,0.00500239,38485,1.5485626,1.20E-01,0,0.02,0.05,0.00003418,0,0.3411658,0,0.467034511
1, zcgref1 ,285,AD_PGS,,-0.01,0.00497529,39218,-1.5382222,1.20E-01,-0.02,0,0.05,0.00003418,0,0.34695928,0,0.459721492
1, zcapg ,161,AD_PGS,,-0.01,0.00494668,38911,-1.5380987,1.20E-01,-0.02,0,0.05,0.00003418,0,0.34695928,0,0.459721492
1, zepo ,490,AD_PGS,,0.01,0.00496586,39136,1.5313115,1.30E-01,0,0.02,0.05,0.00003418,0,0.35095392,0,0.454749902
1, zbcam ,117,AD_PGS,,0.01,0.00494261,39231,1.5238449,1.30E-01,0,0.02,0.05,0.00003418,0,0.35545471,0,0.449215727
1, zcdkn1a ,262,AD_PGS,,0.01,0.00497235,39040,1.5192915,1.30E-01,0,0.02,0.05,0.00003418,0,0.35795451,0,0.446172161
1, zbax ,116,AD_PGS,,-0.01,0.00505152,38244,-1.5154235,1.30E-01,-0.02,0,0.05,0.00003418,0,0.35998535,0,0.443715173
1, zfoxo1 ,560,AD_PGS,,0.01,0.00498054,39136,1.5051878,1.30E-01,0,0.02,0.05,0.00003418,0,0.36653659,0,0.435882665
1, zarhgap25 ,86,AD_PGS,,0.01,0.0050291,38298,1.4991364,1.30E-01,0,0.02,0.05,0.00003418,0,0.37016526,0,0.431604342
1, zakt3 ,47,AD_PGS,,0.01,0.00504409,38119,1.4925327,1.40E-01,0,0.02,0.05,0.00003418,0,0.37421835,0,0.42687492
1, zdnaja2 ,431,AD_PGS,,0.01,0.00496101,39521,1.4886443,1.40E-01,0,0.02,0.05,0.00003418,0,0.37632722,0,0.424434368
1, zgh2 ,597,AD_PGS,,-0.01,0.00503194,38298,-1.4862462,1.40E-01,-0.02,0,0.05,0.00003418,0,0.37692716,0,0.423742568
1, zmfap5 ,902,AD_PGS,,-0.01,0.00477883,39702,-1.4858677,1.40E-01,-0.02,0,0.05,0.00003418,0,0.37692716,0,0.423742568
1, zapp ,81,AD_PGS,,-0.01,0.00499156,39179,-1.4846892,1.40E-01,-0.02,0,0.05,0.00003418,0,0.37707649,0,0.423570544
1, zshmt1 ,1232,AD_PGS,,-0.01,0.00498343,39322,-1.480651,1.40E-01,-0.02,0,0.05,0.00003418,0,0.37930699,0,0.421009154
1, zcd244 ,214,AD_PGS,,0.01,0.00493375,39637,1.478376,1.40E-01,0,0.02,0.05,0.00003418,0,0.37968496,0,0.420576606
1, zreg4 ,1157,AD_PGS,,-0.01,0.00490292,39259,-1.4781903,1.40E-01,-0.02,0,0.05,0.00003418,0,0.37968496,0,0.420576606
1, zkit ,786,AD_PGS,,0.01,0.00482838,39315,1.4754737,1.40E-01,0,0.02,0.05,0.00003418,0,0.38066093,0,0.419461696
1, zcsf3 ,368,AD_PGS,,-0.01,0.00495576,38489,-1.4745734,1.40E-01,-0.02,0,0.05,0.00003418,0,0.38066093,0,0.419461696
1, zamigo2 ,55,AD_PGS,,-0.01,0.00497234,39040,-1.4737563,1.40E-01,-0.02,0,0.05,0.00003418,0,0.38066093,0,0.419461696
1, zil5 ,740,AD_PGS,,-0.01,0.00502497,38489,-1.4729827,1.40E-01,-0.02,0,0.05,0.00003418,0,0.38066093,0,0.419461696
1, zlgals1 ,825,AD_PGS,,-0.01,0.00492715,39218,-1.4710741,1.40E-01,-0.02,0,0.05,0.00003418,0,0.38100203,0,0.41907271
1, zsfrp1 ,1226,AD_PGS,,-0.01,0.00488789,38796,-1.4705873,1.40E-01,-0.02,0,0.05,0.00003418,0,0.38100203,0,0.41907271
1, zbank1 ,115,AD_PGS,,0.01,0.00497521,39136,1.4657801,1.40E-01,0,0.02,0.05,0.00003418,0,0.38313759,0,0.416645237
1, znptxr ,982,AD_PGS,,-0.01,0.00493005,39218,-1.4657396,1.40E-01,-0.02,0,0.05,0.00003418,0,0.38313759,0,0.416645237
1, zsh2b3 ,1230,AD_PGS,,0.01,0.00501903,38298,1.4557856,1.50E-01,0,0.02,0.05,0.00003418,0,0.38962681,0,0.409351167
1, zfgfr2 ,540,AD_PGS,,-0.01,0.00487043,39336,-1.4549999,1.50E-01,-0.02,0,0.05,0.00003418,0,0.38962681,0,0.409351167
1, zncr1 ,952,AD_PGS,,-0.01,0.00489641,39080,-1.4520311,1.50E-01,-0.02,0,0.05,0.00003418,0,0.39111483,0,0.407695716
1, zsdc4 ,1203,AD_PGS,,-0.01,0.0049838,39218,-1.4490163,1.50E-01,-0.02,0,0.05,0.00003418,0,0.39187603,0,0.4068513
1, zlta ,853,AD_PGS,,-0.01,0.00488921,39136,-1.4487032,1.50E-01,-0.02,0,0.05,0.00003418,0,0.39187603,0,0.4068513
1, ztspan1 ,1408,AD_PGS,,0.01,0.0045438,38485,1.448127,1.50E-01,0,0.02,0.05,0.00003418,0,0.39187603,0,0.4068513
1, zccn3 ,197,AD_PGS,,-0.01,0.00477628,39637,-1.446943,1.50E-01,-0.02,0,0.05,0.00003418,0,0.39204373,0,0.406665487
1, zikzf2 ,695,AD_PGS,,-0.01,0.00503823,38298,-1.4436078,1.50E-01,-0.02,0,0.05,0.00003418,0,0.39328689,0,0.40529053
1, zwfdc2 ,1450,AD_PGS,,-0.01,0.00482433,37227,-1.44336,1.50E-01,-0.02,0,0.05,0.00003418,0,0.39328689,0,0.40529053
1, zlilrb4 ,840,AD_PGS,,-0.01,0.00490141,38489,-1.4414525,1.50E-01,-0.02,0,0.05,0.00003418,0,0.39399517,0,0.404509102
1, zadgre2 ,26,AD_PGS,,-0.01,0.0049003,39385,-1.4376578,1.50E-01,-0.02,0,0.05,0.00003418,0,0.3961128,0,0.402181124
1, zbach1 ,110,AD_PGS,,0.01,0.00498175,39136,1.4295408,1.50E-01,0,0.02,0.05,0.00003418,0,0.4013146,0,0.39651504
1, zil12a_il12b ,700,AD_PGS,,-0.01,0.00488051,39040,-1.4288177,1.50E-01,-0.02,0,0.05,0.00003418,0,0.4013146,0,0.39651504
1, zfcer2 ,520,AD_PGS,,-0.01,0.004968,39231,-1.4272243,1.50E-01,-0.02,0,0.05,0.00003418,0,0.40179686,0,0.395993462
1, zcalb2 ,156,AD_PGS,,-0.01,0.00491944,38310,-1.4251691,1.50E-01,-0.02,0,0.05,0.00003418,0,0.40262931,0,0.395094613
1, zmyo9b ,937,AD_PGS,,0.01,0.00502433,38489,1.4175641,1.60E-01,0,0.02,0.05,0.00003418,0,0.40767412,0,0.389686858
1, zcrtac1 ,363,AD_PGS,,0.01,0.00477906,39702,1.4142401,1.60E-01,0,0.02,0.05,0.00003418,0,0.40948185,0,0.387765343
1, ztnfrsf13c ,1374,AD_PGS,,0.01,0.00494888,38489,1.4082689,1.60E-01,0,0.02,0.05,0.00003418,0,0.41332877,0,0.383704364
1, zs100a16 ,1184,AD_PGS,,-0.01,0.00503866,38244,-1.4048711,1.60E-01,-0.02,0,0.05,0.00003418,0,0.41457175,0,0.382400295
1, znpdc1 ,976,AD_PGS,,-0.01,0.00485653,39218,-1.4041302,1.60E-01,-0.02,0,0.05,0.00003418,0,0.41457175,0,0.382400295
1, zpodxl2 ,1078,AD_PGS,,0.01,0.00496676,39336,1.4031169,1.60E-01,0,0.02,0.05,0.00003418,0,0.41457175,0,0.382400295
1, zfolr1 ,556,AD_PGS,,0.01,0.00479612,39161,1.4014435,1.60E-01,0,0.02,0.05,0.00003418,0,0.41457175,0,0.382400295
1, zil6r ,743,AD_PGS,,-0.01,0.00493594,39002,-1.4013643,1.60E-01,-0.02,0,0.05,0.00003418,0,0.41457175,0,0.382400295
1, ztnfrsf14 ,1375,AD_PGS,,-0.01,0.00490027,39259,-1.4009461,1.60E-01,-0.02,0,0.05,0.00003418,0,0.41457175,0,0.382400295
1, zcd276 ,217,AD_PGS,,0.01,0.00489517,39204,1.3979291,1.60E-01,0,0.02,0.05,0.00003418,0,0.41616517,0,0.38073427
1, zkel ,781,AD_PGS,,-0.01,0.00490782,38310,-1.3895586,1.60E-01,-0.02,0,0.05,0.00003418,0,0.42191545,0,0.374774571
1, zctss ,384,AD_PGS,,-0.01,0.00559898,30734,-1.3875331,1.70E-01,-0.02,0,0.05,0.00003418,0,0.4227592,0,0.373906933
1, zcxcl11 ,391,AD_PGS,,-0.01,0.00492325,39548,-1.3839998,1.70E-01,-0.02,0,0.05,0.00003418,0,0.42390111,0,0.372735446
1, zccl17 ,177,AD_PGS,,-0.01,0.00498596,39143,-1.3838117,1.70E-01,-0.02,0,0.05,0.00003418,0,0.42390111,0,0.372735446
1, zglrx ,604,AD_PGS,,0.01,0.0049773,38964,1.3832211,1.70E-01,0,0.02,0.05,0.00003418,0,0.42390111,0,0.372735446
1, zgmpr ,606,AD_PGS,,0.01,0.00490172,39637,1.3809523,1.70E-01,0,0.02,0.05,0.00003418,0,0.42440635,0,0.372218127
1, zlrrn1 ,850,AD_PGS,,0.01,0.00498564,38489,1.3803412,1.70E-01,0,0.02,0.05,0.00003418,0,0.42440635,0,0.372218127
1, zgpa33 ,614,AD_PGS,,-0.01,0.00490135,39040,-1.3797424,1.70E-01,-0.02,0,0.05,0.00003418,0,0.42440635,0,0.372218127
1, zadamts15 ,21,AD_PGS,,-0.01,0.004955,39040,-1.3767032,1.70E-01,-0.02,0,0.05,0.00003418,0,0.42546331,0,0.371137886
1, zjchain ,776,AD_PGS,,-0.01,0.00500652,38489,-1.3765059,1.70E-01,-0.02,0,0.05,0.00003418,0,0.42546331,0,0.371137886
1, zgne ,607,AD_PGS,,0.01,0.00502934,38298,1.3752785,1.70E-01,0,0.02,0.05,0.00003418,0,0.42568806,0,0.370908531
1, zil2ra ,732,AD_PGS,,-0.01,0.00491963,38944,-1.3726579,1.70E-01,-0.02,0,0.05,0.00003418,0,0.42669242,0,0.369885072
1, zcd300lf ,222,AD_PGS,,-0.01,0.00477252,39534,-1.3721153,1.70E-01,-0.02,0,0.05,0.00003418,0,0.42669242,0,0.369885072
1, ztnfsf13b ,1388,AD_PGS,,-0.01,0.00480407,39640,-1.3651694,1.70E-01,-0.02,0,0.05,0.00003418,0,0.43084055,0,0.365683428
1, zc1qa ,139,AD_PGS,,-0.01,0.00491601,39439,-1.3649475,1.70E-01,-0.02,0,0.05,0.00003418,0,0.43084055,0,0.365683428
1, zchi3l1 ,289,AD_PGS,,-0.01,0.00489982,38341,-1.3580692,1.70E-01,-0.02,0,0.05,0.00003418,0,0.43551262,0,0.360999256
1, zitgb1bp2 ,767,AD_PGS,,0.01,0.00502584,38485,1.357152,1.70E-01,0,0.02,0.05,0.00003418,0,0.43551262,0,0.360999256
1, zambn ,52,AD_PGS,,0.01,0.00503121,38489,1.3556209,1.80E-01,0,0.02,0.05,0.00003418,0,0.43582459,0,0.36068827
1, zcxcl9 ,401,AD_PGS,,-0.01,0.00477436,39385,-1.3538735,1.80E-01,-0.02,0,0.05,0.00003418,0,0.43582459,0,0.36068827
1, zprkab1 ,1099,AD_PGS,,0.01,0.00502381,38489,1.3530988,1.80E-01,0,0.02,0.05,0.00003418,0,0.43582459,0,0.36068827
1, zgopc ,610,AD_PGS,,0.01,0.00498365,39136,1.3530182,1.80E-01,0,0.02,0.05,0.00003418,0,0.43582459,0,0.36068827
1, zgpc1 ,615,AD_PGS,,0.01,0.00488722,39534,1.3504463,1.80E-01,0,0.02,0.05,0.00003418,0,0.43712218,0,0.359397156
1, zlpl ,843,AD_PGS,,0.01,0.00437697,39218,1.3488149,1.80E-01,0,0.01,0.05,0.00003418,0,0.43767684,0,0.358846434
1, zmapt ,878,AD_PGS,,0.01,0.00505337,38310,1.3475874,1.80E-01,0,0.02,0.05,0.00003418,0,0.43791259,0,0.358612569
1, zlepr ,824,AD_PGS,,0.01,0.00491709,39218,1.3457746,1.80E-01,0,0.02,0.05,0.00003418,0,0.43861229,0,0.357919203
1, zplxna4 ,1070,AD_PGS,,0.01,0.00498864,39136,1.3414106,1.80E-01,0,0.02,0.05,0.00003418,0,0.43906085,0,0.357475286
1, zbpifb1 ,130,AD_PGS,,0.01,0.00482942,39143,1.3403778,1.80E-01,0,0.02,0.05,0.00003418,0,0.43906085,0,0.357475286
1, zcomp ,336,AD_PGS,,-0.01,0.00491439,38807,-1.3397132,1.80E-01,-0.02,0,0.05,0.00003418,0,0.43906085,0,0.357475286
1, zdkk3 ,426,AD_PGS,,-0.01,0.0048408,39702,-1.33971,1.80E-01,-0.02,0,0.05,0.00003418,0,0.43906085,0,0.357475286
1, zca1 ,144,AD_PGS,,0.01,0.00494468,38365,1.3394179,1.80E-01,0,0.02,0.05,0.00003418,0,0.43906085,0,0.357475286
1, ztreml2 ,1402,AD_PGS,,0.01,0.00492774,39231,1.3392482,1.80E-01,0,0.02,0.05,0.00003418,0,0.43906085,0,0.357475286
1, zdsg4 ,451,AD_PGS,,-0.01,0.00484767,38924,-1.3387307,1.80E-01,-0.02,0,0.05,0.00003418,0,0.43906085,0,0.357475286
1, zjam2 ,775,AD_PGS,,0.01,0.00487753,39548,1.3376361,1.80E-01,0,0.02,0.05,0.00003418,0,0.43919789,0,0.357339755
1, ztgfbr2 ,1342,AD_PGS,,-0.01,0.00484472,39336,-1.3352395,1.80E-01,-0.02,0,0.05,0.00003418,0,0.4403671,0,0.356185135
1, zcct5 ,201,AD_PGS,,0.01,0.00503517,38298,1.3307709,1.80E-01,0,0.02,0.05,0.00003418,0,0.44318578,0,0.353414183
1, zppy ,1090,AD_PGS,,0.01,0.00491132,39157,1.3260033,1.80E-01,0,0.02,0.05,0.00003418,0,0.44625443,0,0.35041746
1, zccl21 ,182,AD_PGS,,-0.01,0.00495812,39385,-1.3203755,1.90E-01,-0.02,0,0.05,0.00003418,0,0.4500288,0,0.346759692
1, zsugt1 ,1310,AD_PGS,,0.01,0.0050358,38298,1.3182628,1.90E-01,0,0.02,0.05,0.00003418,0,0.45098799,0,0.345835023
1, zpdlim7 ,1039,AD_PGS,,0.01,0.00496379,39385,1.3159565,1.90E-01,0,0.02,0.05,0.00003418,0,0.4521038,0,0.344761843
1, zmapk9 ,877,AD_PGS,,0.01,0.00497975,39136,1.3117817,1.90E-01,0,0.02,0.05,0.00003418,0,0.45471592,0,0.342259841
1, zly9 ,862,AD_PGS,,-0.01,0.00497525,38752,-1.3108824,1.90E-01,-0.02,0,0.05,0.00003418,0,0.45471592,0,0.342259841
1, zstc2 ,1300,AD_PGS,,0.01,0.00483489,39177,1.3082071,1.90E-01,0,0.02,0.05,0.00003418,0,0.45613747,0,0.340904251
1, zdrg2 ,447,AD_PGS,,0.01,0.00498738,39040,1.3054716,1.90E-01,0,0.02,0.05,0.00003418,0,0.45761114,0,0.339503412
1, zc2cd2l ,142,AD_PGS,,-0.01,0.00505597,38251,-1.2973786,1.90E-01,-0.02,0,0.05,0.00003418,0,0.46276921,0,0.334635544
1, zklrb1 ,798,AD_PGS,,-0.01,0.00486426,39637,-1.2963861,1.90E-01,-0.02,0,0.05,0.00003418,0,0.46276921,0,0.334635544
1, zfabp2 ,507,AD_PGS,,0.01,0.0049771,39218,1.2961039,1.90E-01,0,0.02,0.05,0.00003418,0,0.46276921,0,0.334635544
1, zvim ,1431,AD_PGS,,0.01,0.00503329,38485,1.2954683,2.00E-01,0,0.02,0.05,0.00003418,0,0.46276921,0,0.334635544
1, zror1 ,1172,AD_PGS,,0.01,0.00487581,39218,1.2887698,2.00E-01,0,0.02,0.05,0.00003418,0,0.46695254,0,0.330727258
1, zacp6 ,9,AD_PGS,,-0.01,0.00496726,39474,-1.2877887,2.00E-01,-0.02,0,0.05,0.00003418,0,0.46695254,0,0.330727258
1, zfis1 ,543,AD_PGS,,-0.01,0.00499089,39209,-1.287613,2.00E-01,-0.02,0,0.05,0.00003418,0,0.46695254,0,0.330727258
1, ztnfrsf13b ,1373,AD_PGS,,-0.01,0.00490562,39259,-1.2821529,2.00E-01,-0.02,0,0.05,0.00003418,0,0.47069627,0,0.327259243
1, zerbin ,495,AD_PGS,,0.01,0.00498472,39040,1.2798832,2.00E-01,0,0.02,0.05,0.00003418,0,0.47181473,0,0.326228505
1, zerp44 ,497,AD_PGS,,-0.01,0.00498109,38976,-1.2786466,2.00E-01,-0.02,0,0.05,0.00003418,0,0.4720797,0,0.325984674
1, zccl14 ,174,AD_PGS,,-0.01,0.00491335,39130,-1.2747954,2.00E-01,-0.02,0,0.05,0.00003418,0,0.47451193,0,0.323752864
1, zl1cam ,806,AD_PGS,,0.01,0.00489338,39336,1.2725143,2.00E-01,0,0.02,0.05,0.00003418,0,0.47548648,0,0.322861827
1, zmpo ,926,AD_PGS,,-0.01,0.0049782,39231,-1.2715397,2.00E-01,-0.02,0,0.05,0.00003418,0,0.47548648,0,0.322861827
1, zclec4d ,306,AD_PGS,,-0.01,0.00481324,39136,-1.2708771,2.00E-01,-0.02,0,0.05,0.00003418,0,0.47548648,0,0.322861827
1, znucb2 ,997,AD_PGS,,-0.01,0.00493973,39468,-1.2697896,2.00E-01,-0.02,0,0.05,0.00003418,0,0.47563124,0,0.322729628
1, zica1 ,668,AD_PGS,,0.01,0.0050226,38489,1.2660311,2.10E-01,0,0.02,0.05,0.00003418,0,0.47799775,0,0.320574148
1, zplxnb3 ,1072,AD_PGS,,0.01,0.00499162,39098,1.259884,2.10E-01,0,0.02,0.05,0.00003418,0,0.48236904,0,0.316620574
1, zklrd1 ,799,AD_PGS,,-0.01,0.00488901,39637,-1.2578509,2.10E-01,-0.02,0,0.05,0.00003418,0,0.48330724,0,0.315776699
1, zslc27a4 ,1253,AD_PGS,,0.01,0.00504333,38310,1.2561437,2.10E-01,0,0.02,0.05,0.00003418,0,0.48397411,0,0.31517787
1, zpear1 ,1041,AD_PGS,,0.01,0.0049476,39702,1.2546551,2.10E-01,0,0.02,0.05,0.00003418,0,0.48445723,0,0.314744558
1, zcd5 ,233,AD_PGS,,0.01,0.00489372,39479,1.2525834,2.10E-01,0,0.02,0.05,0.00003418,0,0.48539811,0,0.313901919
1, zscp2 ,1200,AD_PGS,,-0.01,0.00502896,38298,-1.2494938,2.10E-01,-0.02,0,0.05,0.00003418,0,0.48539811,0,0.313901919
1, zil12b ,701,AD_PGS,,-0.01,0.00484424,39637,-1.2492898,2.10E-01,-0.02,0,0.05,0.00003418,0,0.48539811,0,0.313901919
1, zsftpa2 ,1228,AD_PGS,,-0.01,0.00501404,38298,-1.2492064,2.10E-01,-0.02,0,0.05,0.00003418,0,0.48539811,0,0.313901919
1, zgdf2 ,584,AD_PGS,,0.01,0.00463671,39218,1.2472682,2.10E-01,0,0.01,0.05,0.00003418,0,0.48539811,0,0.313901919
1, zeng ,474,AD_PGS,,0.01,0.00495246,39702,1.247039,2.10E-01,0,0.02,0.05,0.00003418,0,0.48539811,0,0.313901919
1, zrabgap1l ,1143,AD_PGS,,0.01,0.00501479,38489,1.2466954,2.10E-01,0,0.02,0.05,0.00003418,0,0.48539811,0,0.313901919
1, zbcr ,120,AD_PGS,,0.01,0.00498137,39136,1.2462701,2.10E-01,0,0.02,0.05,0.00003418,0,0.48539811,0,0.313901919
1, zlypd1 ,866,AD_PGS,,-0.01,0.00504988,38310,-1.2441149,2.10E-01,-0.02,0,0.05,0.00003418,0,0.48644724,0,0.312964256
1, zrad23b ,1144,AD_PGS,,0.01,0.00503651,38298,1.2416033,2.10E-01,0,0.02,0.05,0.00003418,0,0.48779689,0,0.311760973
1, zsdc1 ,1202,AD_PGS,,0.01,0.00485931,39218,1.2395859,2.20E-01,0,0.02,0.05,0.00003418,0,0.4881449,0,0.311451244
1, zmstn ,932,AD_PGS,,0.01,0.00462863,38485,1.2387167,2.20E-01,0,0.01,0.05,0.00003418,0,0.4881449,0,0.311451244
1, zfolr2 ,557,AD_PGS,,0.01,0.00481561,39548,1.2370147,2.20E-01,0,0.02,0.05,0.00003418,0,0.4881449,0,0.311451244
1, zsorcs2 ,1272,AD_PGS,,-0.01,0.00486917,38298,-1.2363512,2.20E-01,-0.02,0,0.05,0.00003418,0,0.4881449,0,0.311451244
1, zccl25 ,186,AD_PGS,,0.01,0.00490861,39637,1.2358572,2.20E-01,0,0.02,0.05,0.00003418,0,0.4881449,0,0.311451244
1, zcst6 ,371,AD_PGS,,0.01,0.00481739,38184,1.2357866,2.20E-01,0,0.02,0.05,0.00003418,0,0.4881449,0,0.311451244
1, zsmoc2 ,1263,AD_PGS,,-0.01,0.00469852,39385,-1.2306916,2.20E-01,-0.01,0,0.05,0.00003418,0,0.48971052,0,0.310060566
1, zhdgf ,642,AD_PGS,,0.01,0.00494234,39475,1.2299121,2.20E-01,0,0.02,0.05,0.00003418,0,0.48971052,0,0.310060566
1, zplau ,1063,AD_PGS,,-0.01,0.00489637,39231,-1.2292078,2.20E-01,-0.02,0,0.05,0.00003418,0,0.48971052,0,0.310060566
1, ztjap1 ,1359,AD_PGS,,0.01,0.00496731,39336,1.2288862,2.20E-01,0,0.02,0.05,0.00003418,0,0.48971052,0,0.310060566
1, zlgals8 ,829,AD_PGS,,0.01,0.0049616,39548,1.2286368,2.20E-01,0,0.02,0.05,0.00003418,0,0.48971052,0,0.310060566
1, zcd70 ,240,AD_PGS,,-0.01,0.00480639,39136,-1.2279007,2.20E-01,-0.02,0,0.05,0.00003418,0,0.48971052,0,0.310060566
1, zaifm1 ,42,AD_PGS,,-0.01,0.00497908,38978,-1.2276571,2.20E-01,-0.02,0,0.05,0.00003418,0,0.48971052,0,0.310060566
1, zigsf8 ,693,AD_PGS,,0.01,0.00493696,39218,1.2240173,2.20E-01,0,0.02,0.05,0.00003418,0,0.49201571,0,0.30802103
1, ztgfb1 ,1340,AD_PGS,,-0.01,0.00493388,39572,-1.2226979,2.20E-01,-0.02,0,0.05,0.00003418,0,0.49237533,0,0.307703715
1, zhbegf ,639,AD_PGS,,-0.01,0.00495353,39419,-1.2202737,2.20E-01,-0.02,0,0.05,0.00003418,0,0.49366466,0,0.306567962
1, zulbp2 ,1417,AD_PGS,,-0.01,0.0048285,38914,-1.2192572,2.20E-01,-0.02,0,0.05,0.00003418,0,0.49377134,0,0.306474121
1, zigfbp3 ,687,AD_PGS,,-0.01,0.00472569,39384,-1.2174417,2.20E-01,-0.02,0,0.05,0.00003418,0,0.49455046,0,0.30578939
1, zcntn2 ,325,AD_PGS,,0.01,0.00486094,39534,1.2137306,2.20E-01,0,0.02,0.05,0.00003418,0,0.49596481,0,0.304549137
1, ztank ,1319,AD_PGS,,0.01,0.00502434,38489,1.2130681,2.30E-01,0,0.02,0.05,0.00003418,0,0.49596481,0,0.304549137
1, zmmp10 ,914,AD_PGS,,-0.01,0.00496592,39123,-1.2125069,2.30E-01,-0.02,0,0.05,0.00003418,0,0.49596481,0,0.304549137
1, zccl18 ,178,AD_PGS,,-0.01,0.00496723,38683,-1.2122122,2.30E-01,-0.02,0,0.05,0.00003418,0,0.49596481,0,0.304549137
1, zcracr2a ,350,AD_PGS,,0.01,0.00503276,38298,1.2088872,2.30E-01,0,0.02,0.05,0.00003418,0,0.49759146,0,0.303127082
1, zprss27 ,1107,AD_PGS,,0.01,0.00499702,39102,1.2085108,2.30E-01,0,0.02,0.05,0.00003418,0,0.49759146,0,0.303127082
1, zlpo ,844,AD_PGS,,-0.01,0.00494386,37929,-1.2072107,2.30E-01,-0.02,0,0.05,0.00003418,0,0.49794246,0,0.302820839
1, zactn4 ,11,AD_PGS,,0.01,0.00502993,38489,1.2041207,2.30E-01,0,0.02,0.05,0.00003418,0,0.49980231,0,0.301201741
1, zhbq1 ,640,AD_PGS,,0.01,0.00490139,39534,1.2032391,2.30E-01,0,0.02,0.05,0.00003418,0,0.49980231,0,0.301201741
1, zserpinb6 ,1217,AD_PGS,,0.01,0.00497046,39414,1.2013392,2.30E-01,0,0.02,0.05,0.00003418,0,0.50066183,0,0.300455518
1, zcd27 ,215,AD_PGS,,-0.01,0.00487268,39336,-1.1985743,2.30E-01,-0.02,0,0.05,0.00003418,0,0.50156704,0,0.29967101
1, zwasf1 ,1447,AD_PGS,,0.01,0.0050177,38485,1.1983719,2.30E-01,0,0.02,0.05,0.00003418,0,0.50156704,0,0.29967101
1, zgfra2 ,590,AD_PGS,,0.01,0.00497755,39040,1.1976244,2.30E-01,0,0.02,0.05,0.00003418,0,0.50156704,0,0.29967101
1, zpdcd6 ,1033,AD_PGS,,0.01,0.00498143,39218,1.1930268,2.30E-01,0,0.02,0.05,0.00003418,0,0.50471567,0,0.296953211
1, zvstm1 ,1438,AD_PGS,,-0.01,0.00502991,38310,-1.1871781,2.40E-01,-0.02,0,0.05,0.00003418,0,0.50894384,0,0.293330138
1, zccl15 ,175,AD_PGS,,-0.01,0.00485907,39702,-1.1825498,2.40E-01,-0.02,0,0.05,0.00003418,0,0.51214657,0,0.290605732
1, zfyb1 ,572,AD_PGS,,0.01,0.00498669,39165,1.1799197,2.40E-01,0,0.02,0.05,0.00003418,0,0.51263608,0,0.290190831
1, ztcn2 ,1329,AD_PGS,,-0.01,0.00481336,39646,-1.1794891,2.40E-01,-0.02,0,0.05,0.00003418,0,0.51263608,0,0.290190831
1, znrtn ,987,AD_PGS,,-0.01,0.00503552,38489,-1.1793342,2.40E-01,-0.02,0,0.05,0.00003418,0,0.51263608,0,0.290190831
1, zs100p ,1186,AD_PGS,,-0.01,0.00499453,38485,-1.1779335,2.40E-01,-0.02,0,0.05,0.00003418,0,0.51308203,0,0.289813196
1, zdctn6 ,412,AD_PGS,,0.01,0.00504814,38310,1.175872,2.40E-01,0,0.02,0.05,0.00003418,0,0.51342071,0,0.289526617
1, ztimd4 ,1354,AD_PGS,,-0.01,0.00490952,39384,-1.1755336,2.40E-01,-0.02,0,0.05,0.00003418,0,0.51342071,0,0.289526617
1, zchrdl2 ,294,AD_PGS,,-0.01,0.00485036,39218,-1.174259,2.40E-01,-0.02,0,0.05,0.00003418,0,0.51342071,0,0.289526617
1, zptprm ,1129,AD_PGS,,-0.01,0.00495122,39081,-1.1740259,2.40E-01,-0.02,0,0.05,0.00003418,0,0.51342071,0,0.289526617
1, ztcl1a ,1327,AD_PGS,,-0.01,0.00491292,38871,-1.170114,2.40E-01,-0.02,0,0.05,0.00003418,0,0.51561336,0,0.287675838
1, zmmp9 ,920,AD_PGS,,-0.01,0.00491197,39164,-1.1697138,2.40E-01,-0.02,0,0.05,0.00003418,0,0.51561336,0,0.287675838
1, zlyn ,865,AD_PGS,,0.01,0.00497911,39040,1.1653265,2.40E-01,0,0.02,0.05,0.00003418,0,0.51828741,0,0.285429341
